source,longitude,latitude,title,propertytype,provider,description,address,totalunits,affunits,rgiunits,url,hidden
,-71.0675120,48.4278955,Coop.Hab. Espérance Saguenay ,Coopérative (Coop),,,"30 Rue Racine E bureau 110, Chicoutimi, QC G7H 1P5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_esperance_saguenay.html,
,-71.9087797,45.2870190,Coop.Hab. Habitat 2000,Coopérative (Coop),,,"649 Rue Gosselin, Waterville, QC J0B 3H0, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_habitat_2000.html,
,-71.0760562,48.4084340,Coop.Hab. Jeannoise Roberval ,Coopérative (Coop),,,"210 Rue du Cran, Chicoutimi, QC G7J 2K2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_jeannoise_roberval.html,
,-73.5818363,45.4741625,Coop.Hab. La Loge d'à Côté ,Coopérative (Coop),,,"21 Rue Saint-Philippe, Montréal, QC H4C 2T8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_la_loge_da_cote.html,
,-71.0475528,48.4087357,Coop.Hab. Lanjevine Chicoutimi ,Coopérative (Coop),,,"1121 Rue Joseph Dandurand, Chicoutimi, QC G7H 7B1, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_lanjevine_chicoutimi.html,
,-71.6472180,48.5614357,Coop.Hab. Loginaud ,Coopérative (Coop),,,"894 Rue Armand, Alma, QC G8B 4C4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_loginaud.html,
,-71.0512070,48.4081447,Coop.Hab. Lorenzo Genest ,Coopérative (Coop),,,"1200 Rue Lorenzo Genest, Chicoutimi, QC G7H 6N9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_lorenzo_genest.html,
,-73.3494598,45.8291715,Coop.Hab. Maison de l'amitié ,Coopérative (Coop),,,"1291 Rue Notre-Dame, Saint-Sulpice, QC J5W 3V9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_maison_de_lamitie.html,
,-71.6556920,48.5585850,Coop.Hab. Manoir des pins Alma ,Coopérative (Coop),,,"1120 Rue Price O, Alma, QC G8B 4T7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_manoir_des_pins_alma.html,
,-71.2410445,48.4160827,Coop.Hab. Marguerite-Belley ,Coopérative (Coop),,,"2162 Rue Sainte Justine, Jonquière, QC G7X, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_marguerite_belley.html,
,-71.0793475,48.3878459,Coop.Hab. Métabetchouan ,Coopérative (Coop),,,"25 Rue Néron bureau  200, Chicoutimi, QC G7H 8B7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_metabetchouan.html,
,-71.2129263,46.8157942,Coop.Hab. Mistral de Jonquière ,Coopérative (Coop),,,"2 Rue Saint Nicolas, Québec, QC G1K 6T2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_mistral_de_jonquiere.html,
,-71.0367085,48.4281010,Coop.Hab. Moraine ,Coopérative (Coop),,,"1024 Rue Nil Tremblay, Chicoutimi, QC G7H 7K8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_moraine.html,
,-71.0339678,48.4287812,Coop.Hab. Moulin ,Coopérative (Coop),,,"153 Rue Jean Langevin, Chicoutimi, QC G7H 3T9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_moulin.html,
,-71.6628552,48.5493516,Coop.Hab. Nolin d'Alma ,Coopérative (Coop),,,"322 Avenue Nolin, Alma, QC G8B 3N6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_nolin_dalma.html,
,-71.2239336,46.8052531,Coop.Hab. Pentagone ,Coopérative (Coop),,,"100 Rue de Maisonneuve, Québec, QC G1R, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_pentagone.html,
,-71.2407150,46.8283688,Coop.Hab. Place des Lilas ,Coopérative (Coop),,,"1729 Avenue de la Normandie, Québec, QC G1L 3Y4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_place_des_lilas.html,
,-71.6434813,48.5459265,Coop.Hab. Quartier Latin Alma ,Coopérative (Coop),,,"5 Rue Sacré-Coeur O, Alma, QC G8B, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_quartier_latin_alma.html,
,-71.0760562,48.4084340,Coop.Hab. Roberval ,Coopérative (Coop),,,"210 Rue du Cran, Chicoutimi, QC G7J 2K2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_roberval.html,
,-71.0675120,48.4278955,Coop.Hab. Saint-Alfred ,Coopérative (Coop),,,"30 Rue Racine E bureau 110, Chicoutimi, QC G7H 1P5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_saint_alfred.html,
,-71.0793475,48.3878459,Coop.Hab. Source ,Coopérative (Coop),,,"25 Rue Néron bureau 200, Chicoutimi, QC G7H 8B7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_source.html,
,-71.0793475,48.3878459,Coop.Hab. St-Eugène ,Coopérative (Coop),,,"25 Rue Néron bureau 200, Chicoutimi, QC G7H 8B7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_st_eugene.html,
,-71.2634057,48.4140923,Coop.Hab. St-Georges ,Coopérative (Coop),,,"2190 Rue Saint Edmond, Jonquière, QC G8A 2G6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_st_georges.html,
,-71.1135061,48.4360554,Coop.Hab. St-Jean-Eudes ,Coopérative (Coop),,,"2113 Boulevard du Saguenay O, Chicoutimi, QC G7J 1A7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_st_jean_eudes.html,
,-71.0793475,48.3878459,Coop.Hab. Ste-Anne ,Coopérative (Coop),,,"25 Rue Néron bureau 200, Chicoutimi, QC G7H 8B7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_ste_anne.html,
,-71.2429848,48.4164832,Coop.Hab. Ste-Berthe ,Coopérative (Coop),,,"2144 Rue Sainte Berthe, Jonquière, QC G7X 5G9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_ste_berthe.html,
,-71.2245750,46.8164648,Coop Hab. Everell ,Coopérative (Coop),,,"275 Rue du Parvis bureau 205A, Québec, QC G1K 6G7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_everell.html,
,-71.4056808,46.8522766,Coop solida Habi. Métisse ,Coopérative (Coop),,,"1160 Boulevard Pie-XI S, Québec, QC G3K 1J4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_solida_habi_metisse.html,
,-71.3450012,46.8289899,Coop. de solidarité Châtelois ,Coopérative (Coop),,,"8100 Boulevard de l'Ormière, Québec, QC G2C 0K5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_de_solidarite_chatelois.html,
,-71.2316830,46.8201990,Coop. Hab. Bons Amis Québec ,Coopérative (Coop),,,"95 Rue de la Pointe-aux-Lièvres, Québec, QC G1K 5Y6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_bons_amis_quebec.html,
,-71.2245750,46.8164648,Coop. Hab. De la Vigne ,Coopérative (Coop),,,"275 Rue du Parvis bureau 205, Québec, QC G1K 6G7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_de_la_vigne.html,
,-71.2292875,46.8283689,Coop. Hab. Le Contemporain ,Coopérative (Coop),,,"1199 4e Avenue, Québec, QC G1J 3B4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_le_contemporain.html,
,-71.2189781,46.8067428,Coop. Hab. Septième Ciel ,Coopérative (Coop),,,"550 Rue Jacques-Parizeau, Québec, QC G1R 2G1, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_septieme_ciel.html,
,-71.2417110,46.8381322,Coop. sol. Rés. portneuvienne ,Coopérative (Coop),,,"2e Av, Québec, QC G1L, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_sol_res_portneuvienne.html,
,-71.2725324,46.7915249,Coop. solidarité L'Étale ,Coopérative (Coop),,,"2127 Avenue Chapdelaine, Québec, QC G1V 1M8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_solidarite_letale.html,
,-72.2709912,46.7559889,Coop. solidarité villa clocher ,Coopérative (Coop),,,"424 Boulevard Chabot, Saint-Ubalde, QC G0A 4L0, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_solidarite_villa_clocher.html,
,-71.2867006,46.8162466,Coop.Hab. 4 Vents,Coopérative (Coop),,,"3359 Rue Paquin, Québec, QC G1M 2N1, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_4_vents.html,
,-71.2257716,46.8266220,Coop.Hab. 8ème Rue,Coopérative (Coop),,,"545 8e Rue, Québec, QC G1J 2R1, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_8eme_rue.html,
,-71.2292875,46.8283689,Coop.Hab. Accord ,Coopérative (Coop),,,"1199 4e Avenue, Québec, QC G1J 3B4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_accord.html,
,-71.2204110,46.8081002,Coop.Hab. Accordéons-Nous ,Coopérative (Coop),,,"959 Rue Scott, Québec, QC G1R 3E1, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_accordeons_nous.html,
,-71.2245750,46.8164648,Coop.Hab. Améthyste ,Coopérative (Coop),,,"275 Rue du Parvis bureau 205, Québec, QC G1K 6G7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_amethyste.html,
,-71.2220816,46.8097929,Coop.Hab. Aquarelle de Québec ,Coopérative (Coop),,,"470 Rue D'Aiguillon, Québec, QC G1R 1M2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_aquarelle_de_quebec.html,
,-71.2292875,46.8283689,Coop.Hab. Arbres ,Coopérative (Coop),,,"1199 4e Avenue, Québec, QC G1J 3B4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_arbres.html,
,-71.2202607,46.8092867,Coop.Hab. Archange ,Coopérative (Coop),,,"543 Rue Saint-Gabriel, Québec, QC G1R 1Y8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_archange.html,
,-71.2245750,46.8164648,Coop.Hab. Art de vivre ,Coopérative (Coop),,,"275 Rue du Parvis bureau 205, Québec, QC G1K 6G7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_art_de_vivre.html,
,-71.2292875,46.8283689,Coop.Hab. au Coin du Clocher ,Coopérative (Coop),,,"1199 4e Avenue, Québec, QC G1J 3B4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_au_coin_du_clocher.html,
,-71.2191541,46.8121201,Coop.Hab. Aubergine ,Coopérative (Coop),,,"722 Rue Saint-Olivier, Québec, QC G1R 1H5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_aubergine.html,
,-71.3009673,46.8106654,Coop.Hab. Avant-Gardiste ,Coopérative (Coop),,,"2480 Rue du Rhin, Québec, QC G1P 2Z6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_avant_gardiste.html,
,-71.2385737,46.8299746,Coop.Hab. Beau Lieu Limoilou ,Coopérative (Coop),,,"4 Avenue Eugène-Lamontagne, Québec, QC G1L 2B1, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_beau_lieu_limoilou.html,
,-71.2292875,46.8283689,Coop.Hab. Beau Quartier ,Coopérative (Coop),,,"1199 4e Avenue, Québec, QC G1J 3B4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_beau_quartier.html,
,-71.1939179,46.8707698,Coop.Hab. Beau Rivage ,Coopérative (Coop),,,"286 Rue Charles É Grenier, Québec, QC G1E 4X8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_beau_rivage.html,
,-71.2532858,46.8503317,Coop.Hab. Bonne aventure ,Coopérative (Coop),,,"255 55e Rue E, Québec, QC G1H 2G7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bonne_aventure.html,
,-71.2512898,46.8502781,Coop.Hab. Bonne entente St-Ro. ,Coopérative (Coop),,,"5280 5e Av E, Québec, QC G1H 3R6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bonne_entente_st_ro.html,
,-71.2324645,46.8085376,Coop.Hab. Bonne-entente ,Coopérative (Coop),,,"279 Rue Châteauguay, Québec, QC G1K 5E3, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bonne_entente.html,
,-71.2245750,46.8164648,Coop.Hab. Botany ,Coopérative (Coop),,,"275 Rue du Parvis bureau 205, Québec, QC G1K 6G7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_botany.html,
,-71.2215396,46.8174341,Coop.Hab. Calembour ,Coopérative (Coop),,,"275 Rue des Menuisiers-Laberge, Québec, QC G1K 6N5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_calembour.html,
,-71.2086728,46.8585338,Coop.Hab. Cambronne ,Coopérative (Coop),,,"3520 Rue du Long Sault bureau 3, Québec, QC G1E 1H6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cambronne.html,
,-71.2245750,46.8164648,Coop.Hab. Cap Blanc ,Coopérative (Coop),,,"275 Rue du Parvis bureau 205, Québec, QC G1K 6G7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cap_blanc.html,
,-71.2200900,46.8164440,Coop.Hab. Centre ville Québec ,Coopérative (Coop),,,"775 Rue du Roi, Québec, QC G1K 2X8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_centre_ville_quebec.html,
,-71.2200651,46.8142137,Coop.Hab. Chalet de Coucous ,Coopérative (Coop),,,"12 Rue du Pont, Québec, QC G1K 6N4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chalet_de_coucous.html,
,-71.2245750,46.8164648,Coop.Hab. Champfleury ,Coopérative (Coop),,,"275 Rue du Parvis bureau 205, Québec, QC G1K 6G7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_champfleury.html,
,-71.2292875,46.8283689,Coop.Hab. Champigny ,Coopérative (Coop),,,"1199 4e Avenue, Québec, QC G1J 3B4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_champigny.html,
,-71.2316830,46.8201990,Coop.Hab. Chauveau ,Coopérative (Coop),,,"95 Rue de la Pointe-aux-Lièvres, Québec, QC G1K 5Y6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chauveau.html,
,-71.2116655,46.8119437,Coop.Hab. Chemin ,Coopérative (Coop),,,"138 Rue Sainte-Anne, Québec, QC G1R 3Y3, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chemin.html,
,-71.2498821,46.8086650,Coop.Hab. Chez-Nous ,Coopérative (Coop),,,"807 Rue Saint-Vallier O, Québec, QC G1N 1E3, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chez_nous.html,
,-71.2206662,46.8096879,Coop.Hab. Chloé ,Coopérative (Coop),,,"537 Rue Saint-Jean, Québec, QC G1R 1P5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chloe.html,
,-71.2292875,46.8283689,Coop.Hab. Clarisse ,Coopérative (Coop),,,"1199 4e Avenue, Québec, QC G1J 3B4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_clarisse.html,
,-71.2245750,46.8164648,Coop.Hab. Colombe de Québec ,Coopérative (Coop),,,"275 Rue du Parvis bureau 205, Québec, QC G1K 6G7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_colombe_de_quebec.html,
,-71.2202065,46.8105117,Coop.Hab. d'Aiguillon ,Coopérative (Coop),,,"595 Rue D'Aiguillon, Québec, QC G1R 1M4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_daiguillon.html,
,-71.2316830,46.8201990,Coop.Hab. de l'Arc ,Coopérative (Coop),,,"95 Rue de la Pointe-aux-Lièvres, Québec, QC G1K 5Y6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_de_larc.html,
,-71.3393276,46.8566670,Coop.Hab. De Lafontaine ,Coopérative (Coop),,,"2425 Boulevard Bastien, Québec, QC G2B 1B3, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_de_lafontaine.html,
,-71.2832909,46.8803058,Coop.Hab. des Cyprès ,Coopérative (Coop),,,"4224 Rue des Cyprès, Québec, QC G1G 1S5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_des_cypres.html,
,-71.1897118,46.8538495,Coop.Hab. Échouerie ,Coopérative (Coop),,,"567 Avenue du Fleuve, Québec, QC G1E 3N1, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_echouerie.html,
,-71.2189810,46.8154393,Coop.Hab. Ernest Chapleau ,Coopérative (Coop),,,"786 Boulevard Charest E, Québec, QC G1K 3J7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_ernest_chapleau.html,
,-71.3346963,46.8262782,Coop.Hab. Escargot ,Coopérative (Coop),,,"6225 Avenue Banville, Québec, QC G2C 1Z6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_escargot.html,
,-71.3023923,46.8103023,Coop.Hab. Espoir ,Coopérative (Coop),,,"2580 Rue du Rhin, Québec, QC G1P 2Z8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_espoir.html,
,-73.6729464,45.4680498,Coop.Hab. Etoile du Nord ,Coopérative (Coop),,,"Côte Saint-Luc, QC, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_etoile_du_nord.html,
,-71.2245750,46.8164648,Coop.Hab. Eveil de Québec ,Coopérative (Coop),,,"275 Rue du Parvis bureau 205, Québec, QC G1K 6G7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_eveil_de_quebec.html,
,-71.2292875,46.8283689,Coop.Hab. Faisan Bleu ,Coopérative (Coop),,,"1199 4e Avenue, Québec, QC G1J 3B4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_faisan_bleu.html,
,-71.2646966,46.7656443,Coop.Hab. Falaise Sillery ,Coopérative (Coop),,,"1735 Côte à Gignac, Québec, QC G1T 2M9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_falaise_sillery.html,
,-71.2316830,46.8201990,Coop.Hab. Faux-Bourg de Québec ,Coopérative (Coop),,,"95 Rue de la Pointe-aux-Lièvres, Québec, QC G1K 5Y6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_faux_bourg_de_quebec.html,
,-71.3027362,46.8105019,Coop.Hab. Felouque ,Coopérative (Coop),,,"2290 Rue Trudeau, Québec, QC G1P 3J9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_felouque.html,
,-71.2268679,46.8082757,Coop.Hab. Giron ,Coopérative (Coop),,,"127 Rue Saint-Olivier, Québec, QC G1R 1G2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_giron.html,
,-71.2050100,46.8119780,Coop.Hab. Gîte de Beauport ,Coopérative (Coop),,,"1 Rue des Carrières, Québec, QC G1R 4P5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_gite_de_beauport.html,
,-71.2024550,46.8137740,Coop.Hab. Grand'Voile ,Coopérative (Coop),,,"48 Rue Saint-Pierre, Québec, QC G1K 3Z8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_grandvoile.html,
